sentence,relation,head,head_offset,tail,tail_offset
上庸守将孟达、刘封因恨昔日关羽傲慢，迟迟不肯发兵,同僚,孟达,12,刘封,15
诸葛瑾奉孙权之命说降关羽，被关羽轰出城外,对手,诸葛瑾,0,关羽,30
吕蒙设计三面围城紧攻，关羽被迫弃城出走,对手,吕蒙,0,关羽,24
关羽留王甫、周仓等死守麦城，随后带领关平、赵累等冲出麦城直奔西川，准备日后再重整兵马恢复荆襄,父子,关羽,0,关平,65
约走了四五里，遭遇东吴朱然埋伏，关羽不敢恋战，往小路退走，赵累已死于乱军之中,同僚,赵累,0,关羽,64
此时关羽所随士兵逐渐减少，只剩十余人,对手,关羽,0,吕蒙,0
关羽不胜悲惶，令关平断后，自己在前开路,父子,关羽,0,关平,17
突然数道绊马索，终于绊倒赤兔马，关羽父子被吴将马忠擒住,父子,关羽,48,关平,51
孙权爱关羽义勇无双，欲劝其归降,对手,孙权,0,关羽,11
主簿左咸以曹操之事说之,同僚,左咸,0,孙权,16
孙权沉吟无语，终于点点头，一代名将关羽和关平父子俩便在雪后初晴之时，大义凛然步履从容地走向生命的终点,父子,关羽,77,关平,80
关羽惨死，刘备惊魂，张飞哭天喊地，暴跳如雷，嚷着一定要替二哥报仇雪恨,兄弟,刘备,0,关羽,4
东吴谋臣张昭闻知孙权杀了关羽，大惊失色，闯进荆州府衙，陈说诛杀关羽的利害,同僚,张昭,4,孙权,23
孙权方悟，跌足连说失算矣！,君主,孙权,0,张昭,0
张昭献计将关羽的首级转送曹操，让蜀兵向魏而不向吴,同僚,张昭,0,孙权,22
曹操接其首级说：“云长公，别来无恙！”,对手,曹操,0,关羽,29
谁知关羽首级忽然睁眼，曹操吓得跌坐在地,对手,曹操,27,关羽,18
吴使说出关羽附身吕蒙，致使吕蒙七窍流血而死之事,对手,关羽,11,吕蒙,22
曹操叹道：“活关羽可怕，死关羽也可怕，死了还活更可怕！”,对手,曹操,0,关羽,27
便赐封关羽为“荆王”，以大臣之礼厚葬关羽，使刘备深恨孙权而攻之，魏则可观其胜负，吴败征吴，蜀败征蜀,对手,曹操,0,关羽,20
刘备为替二弟报仇，意欲兴兵伐吴，孔明谏曰：吴、魏各怀鬼胎，都想从中渔利，眼下只宜按兵不动，待魏、吴不和之时，乘机伐之，方为上策,君主,刘备,0,诸葛亮,42
刘备在祭奠关羽时，举剑发誓：孤与东吴，誓不同日月！,兄弟,刘备,24,关羽,28
曹操头痛病日益严重，华歆举荐华佗为其诊治，华佗诊断曹操头痛因患风而起，要先饮麻沸汤，然后用利刃打开头颅，取出风涎，方可根治,同僚,华歆,0,曹操,25
曹操闻之大怒，认为华佗与关羽交情深厚，要乘机杀他与关羽报仇，便将其下入大狱，严刑拷打,同僚,华佗,0,关羽,57
吴押狱深为华佗的医德感动，华佗临死前将一生所著医书《青囊书》交给他，让其妥善保存，流传后世，用以济世救人,同僚,吴押狱,0,华佗,12
吴押狱之妻目睹一代名医华佗的惨死，深怕吴押狱也重蹈华佗的复辙，便在乱葬岗将《青囊书》焚烧，待吴押狱跑来时，只抢得几支残简，望着满天的灰烬，泣不成声,配偶,吴押狱,0,吴押狱之妻,4
曹操讳忌医治，头痛痼疾日益严重，华歆、贾诩屡谏曹操相信华佗，曹操深疑不允，连夜惊梦他所害之人前来索命，惊叫不已，自觉天命已尽，召曹洪、陈群、贾诩、司马懿等人托孤立嘱，令待操死后，设七十二座疑冢，不让后人知其葬于何处,同僚,华歆,34,贾诩,37
建安二十五年（公元220年），一代奸雄曹操病逝于洛阳，享年六十六岁,同族,曹操,0,曹丕,0
建安二十五年（公元220年），曹操病逝洛阳，其子曹丕继承魏王之位,父亲,曹操,24,曹丕,36
为保其位，曹丕用计收缴了其弟鄢陵侯曹彰的全部兵马，令其回鄢陵自守,兄弟,曹丕,25,曹彰,36
临淄侯曹植、萧怀侯曹熊未来奔丧，曹丕大怒，当即遣使前往问罪,兄弟,曹丕,39,曹植,12
曹植醉卧榻上，神色忧郁，与丁仪等人持爵饮酒作歌，根本不把魏王使臣放在眼里，命人乱棍打出,同僚,曹植,0,丁仪,35
曹丕震怒，令虎侯许褚率三千虎卫军前往捉拿曹植、丁仪等人,同僚,曹丕,0,许褚,24
曹丕将丁仪斩首，正欲对曹植动刑之时，传来萧怀侯曹熊自缢身亡的消息,兄弟,曹丕,44,曹熊,68
其母卞氏昏厥于地，待醒转来时，质问曹丕欲将曹植怎样？,母亲,曹丕,37,卞氏,4
曹丕无奈，限曹植在七步之内成诗一首，不成则处死,兄弟,曹丕,11,曹植,24
曹植却当场成诗一首，情真意切，悲怆凄凉,兄弟,曹植,0,曹丕,0
曹丕也受其感，饶曹植一命，贬为安乡侯,兄弟,曹丕,0,曹植,20
曹丕清完家门之后，骄矜傲然，不可一世,父亲,曹丕,0,曹操,0
华歆、李伏等借祥瑞之说怂恿曹丕篡汉，曹丕早有此心，遂使华歆逼献帝禅位,同僚,华歆,0,曹丕,31
曹皇后得知，怒斥其兄大逆不道,配偶,曹丕,0,曹皇后,0
华歆等上殿逼宫，献帝先是不从，却见曹洪杀死祖弼，无奈，只好从命,同族,曹丕,0,曹洪,50
并在曹丕的屡次逼迫下，答应亲奉玉玺，禅位与魏王，以释群疑而绝众议,君主,献帝,0,曹丕,19
公元220年，曹丕身加帝服，端坐受禅坛上，华歆等众臣均呼万岁,同僚,华歆,46,曹丕,17
自即日起改延康元年为黄初元年，国号大魏，谥父曹操为太祖武皇帝,父亲,曹丕,70,曹操,74
汉献帝被扒下冕服，封为山阳公，非宣召不得入朝,君主,献帝,0,曹丕,0
曹丕自立为大魏皇帝后，汉中王刘备为灭魏兴刘大业，听从诸葛亮及群臣之议，于公元221年登坛告祭，受皇帝玉玺，改元章武元年，即皇帝之位，立刘禅为太子，封诸葛亮为丞相,对手,曹丕,12,刘备,30
张飞来到成都，哭喊着质问刘备做了皇帝，忘了桃园结义之情，不给关羽报仇,兄弟,张飞,0,刘备,22
这又助长了刘备久欲为二弟报仇兴兵伐吴的决心,兄弟,刘备,30,关羽,45
虽经孔明等众臣百般劝阻，均无作用,君主,刘备,0,诸葛亮,17
刘备抽剑砍断案角，即日伐吴,君主,刘备,0,诸葛亮,0
张飞回到阆中，命范彊、张达三日内办齐白旗白甲，大小三军要挂孝伐吴，报仇雪恨,兄弟,张飞,0,关羽,0
刘备命诸葛亮保太子留守西川；马超、马岱、魏延守汉中，以挡魏兵,君主,刘备,0,诸葛亮,13
赵云为后应兼督粮草，黄忠为前部先锋，共集兵马七十五万，定章武元年七月丙寅日出师，兴兵伐吴,君主,刘备,0,赵云,0
诸葛亮断定此举必定失利，只有无奈地看着刘备的龙凤车辇驶出宫门,君主,诸葛亮,0,刘备,39
范彊、张达二人走遍四乡八镇，怎奈白布短缺，一时难以备齐白旗白甲,同僚,范彊,0,张达,3
张飞大怒，各鞭五十，自己在帐中举杯暴饮，放声哭喊二哥不止，并赐范、张美酒一罐，如再不备齐定斩不赦,兄弟,张飞,58,关羽,64
二人为保性命，当夜各藏短刀摸到张飞大帐，杀死张飞，携其首级投奔东吴,同僚,范彊,7,张飞,50
刘备在行营思念关羽，彻夜未眠,兄弟,刘备,12,关羽,20
又听张苞带来张飞被害的噩耗，大叫一声，昏厥过去,父子,张飞,36,张苞,24
刘备醒后，令关兴、张苞在其父灵前折箭为誓，结为兄弟，永相救护，共报父仇,父子,关羽,32,关兴,20
孙权闻知刘备兴大军水陆并进杀来，大惊失色,对手,孙权,0,刘备,15
诸葛瑾自告奋勇去蜀营见刘备陈说利害，使两国相和，共讨曹丕,同僚,诸葛瑾,0,孙权,0
刘备仇迷双眼，不辨大小，将诸葛瑾斥出营去,君主,刘备,0,诸葛瑾,38
孙权闻知跌坐榻上，愁锁眉间,君主,孙权,0,诸葛瑾,0
赵咨献计，愿为使往见曹丕请降,同僚,赵咨,0,孙权,13
刘晔劝曹丕乘此时渡江攻吴，吴国可得,同僚,刘晔,0,曹丕,13
曹丕为不让天下欲降者心寒，收纳了东吴，并册封孙权为吴王，加九锡，坐观吴蜀交兵,对手,曹丕,0,孙权,62
孙权为权宜之计，受吴王爵位，但面对蜀国大军压境仍满脸忧愁，慨叹吕蒙死后无人替他分忧,君主,孙权,0,吕蒙,63
小将孙桓闻此奋然而出，愿领兵二万五千前往宜都迎战刘备七十五万大军,同族,孙权,0,孙桓,6
孙桓与刘备会战彝陵，被张苞、关兴杀得惨败，逃入宜都城，孙权甚急,对手,孙桓,0,刘备,17
张昭劝孙权命韩当、周泰、凌统、甘宁等十多位战将起兵十万拒敌,同僚,张昭,0,孙权,11
老将黄忠手持大刀，抖擞雄威，连斩数名吴将，后中吴军伏兵，被一箭射中，殒于沙场,君主,黄忠,0,刘备,0
五虎上将，已亡三人,君主,刘备,0,黄忠,0
刘备悲痛已极，默立山坡，良久不语，传谕大小三军分兵八路，水陆并进，准备会战猇亭,君主,刘备,0,黄忠,0
猇亭大战，吴军惨败，甘宁亦被射死,对手,甘宁,22,刘备,0
关兴杀潘璋，夺得其父的青龙偃月刀，割下潘璋的人头祭父,父子,关羽,30,关兴,0
刘备声势浩大，兵至猇亭，江南之人，尽皆胆寒,对手,刘备,0,孙权,0
吴王孙权特擒范彊、张达二人，并同张飞首级遣使送回，上表求和,君主,孙权,4,刘备,0
刘备杀范彊、张达以祭张飞，但仍把孙权视为切齿仇人，定下先灭吴后灭魏的错误决定，驱逐吴使,兄弟,刘备,23,张飞,30
孙权病卧榻上，阚泽力荐陆逊为擎天之柱，孙权允之，筑坛拜将，尊陆为大都督，统管六郡八十一州兼荆楚诸路军马,君主,孙权,21,陆逊,32
陆逊拜印接剑，率众兵水陆并进开赴猇亭,君主,陆逊,0,孙权,0
吴将韩当、周泰视陆逊为孺子，颇有不服,同僚,韩当,6,周泰,9
蜀主刘备欺陆逊年少，将大军七十五万，连营七百里,对手,刘备,7,陆逊,20
陆逊则坚守不出，以待其变，与蜀军对峙于彝陵,对手,陆逊,0,刘备,38
蜀军自春至夏，屯扎在平原之上，赤日如火，取水艰难，苦不堪言,君主,刘备,0,陆逊,0
刘备传谕各营，移至山林茂密之地，近溪傍涧，待夏过秋到，再并力进兵,君主,刘备,0,陆逊,0
马良劝阻不成，便请命将移营图本问于诸葛丞相,同僚,马良,0,诸葛亮,49
陆逊闻刘备移营之事，大喜,对手,陆逊,0,刘备,13
吴将丁奉、徐盛请命出击，陆逊哂笑不允，只说“三日内便知分晓”，众将气恼而退,同僚,丁奉,6,徐盛,9
三日之内，蜀军往吴营骂阵，众吴将气恼异常，纷纷请求出战，陆逊不允；吴王接陆逊奏表后，愁云顿开；魏王闻刘备连营七百里，大笑玄德不懂兵法，必败于陆逊之手；诸葛亮见马良所呈移营图本叫苦不迭，哀叹“汉朝气数休矣”！命马良速返并嘱言：如有失，当投白帝城暂避,对手,陆逊,127,刘备,91
三日后，陆逊升帐，调兵遣将，准备火烧蜀军连营,对手,陆逊,0,刘备,30
当冲天大火升腾之时，刘备方才醒悟，但为时已晚，七百里连营、七十五万将士转眼间被置于一片火海之中,对手,刘备,30,陆逊,0
吴将朱然率军追杀刘备,对手,朱然,0,刘备,13
关兴、张苞纵马突围，均被乱箭射回,父子,关羽,0,关兴,0
正当刘备性命危急之际，赵云冲进重围，救出刘备,君主,赵云,0,刘备,40
陆逊乘胜率大队人马向西追击，行至鱼腹浦之时，只见前面有一石阵，隐隐透着杀气，陆逊带众将进阵探查,对手,陆逊,0,刘备,0
不多时，阵内狂风大起，陆逊等迷失了路径，忽见诸葛亮岳父黄承彦从阵中走出，忙请他领众人出阵，方知此“八阵图”是诸葛亮入川之时所布，可比十万精兵,师傅,诸葛亮,86,黄承彦,73
陆逊闻此，惊叹孔明用兵之神，遂退兵不追,对手,陆逊,0,诸葛亮,22
刘备自败入白帝城后，便一病不起，日夜思念云长、翼德两弟，几次昏厥之后，自知将不久于人世，便急召孔明等听受遗命,兄弟,刘备,38,关羽,52
刘备卧榻托孤，孔明与众臣无不为其所感，泣拜于地,君主,刘备,7,诸葛亮,18
蜀汉章武三年（公元223年）四月二十四日，刘备病故于白帝城，享年六十三岁,君主,刘备,0,诸葛亮,0
孔明奉梓宫还成都，太子刘禅出城迎灵，入城举哀,君主,诸葛亮,0,刘禅,26
孔明辅佐太子刘禅即皇帝位，改元建兴,君主,诸葛亮,0,刘禅,15
禅加封诸葛亮为武乡侯、领益州牧,君主,刘禅,0,诸葛亮,16
葬先主于惠陵，谥曰昭烈皇帝,君主,刘禅,0,刘备,15
消息传至魏国，曹丕以为有机可乘，依司马懿之计，兵分五路，共五十万大军，自四面夹攻西蜀,对手,曹丕,16,诸葛亮,0
刘禅闻讯大惊，请诸葛亮入朝商议退兵之计，孰知诸葛染病，不能入宫,君主,刘禅,0,诸葛亮,24
刘禅六神无主，采纳董允之见，亲往丞相府探病、问计,同僚,董允,23,刘禅,0
见孔明神态悠闲，毫无病态，不解其意,君主,刘禅,0,诸葛亮,11
孔明见刘禅亲至，乃详述退兵之计，告知五路大军可退其四，不足为忧；东吴一路，需遣能言之士前往陈说利害，阻其兴兵，只是尚未有合适人选；同时，已密遣赵云、魏延、马超、关兴、张苞等数路兵马，预作部署,君主,诸葛亮,0,刘禅,13
刘禅兴奋而返,君主,刘禅,0,诸葛亮,0
诸葛亮送刘禅出府之时，见尚书邓芝仰天而笑，乃请其进府，以出使东吴一事相托，邓芝欣然领命,同僚,诸葛亮,0,邓芝,45
此时，东吴正为是否出兵伐蜀一事争论不休,对手,孙权,0,诸葛亮,0
孙权一时难以决断，依张昭之言，在殿前立一沸油之鼎，以待邓芝,同僚,张昭,31,孙权,18
邓芝昂然而立，不为所动，陈说吴、蜀、魏三国之势，论证吴蜀联合之利、吴魏联合之弊,同僚,邓芝,0,诸葛亮,0
孙权从其言，决心与蜀结盟抗魏并遣使张温入蜀答礼，代其达意,君主,孙权,0,诸葛亮,0
诸葛亮盛情款待张温,君主,诸葛亮,0,张温,20
张温傲慢少礼，得意洋洋，蜀臣多有不悦,同僚,张温,0,诸葛亮,0
蜀益州学士秦宓气愤之极，在酒宴上以学识打掉张温的傲气,同僚,秦宓,6,诸葛亮,0
张温归后，赞蜀主与诸葛丞相仁德宽厚，愿与吴王永结盟好,君主,张温,0,诸葛亮,35
孙权大喜，自此吴蜀重结同盟,君主,孙权,0,诸葛亮,0
吴蜀联盟，触怒曹丕，丕依司马懿之策，命曹真为先锋，张辽、张郃、文聘、徐晃为大将，亲率水陆军马三十万征伐东吴,对手,曹丕,13,孙权,40
加封司马懿为尚书仆射，留驻许昌，决断国政大事,同僚,司马懿,11,曹丕,0
吴主孙权闻知，派信使请蜀出兵伐魏,盟友,孙权,8,诸葛亮,35
诸葛亮遂派赵云率兵出阳平关，袭击魏国，以分其势,君主,诸葛亮,0,赵云,18
曹丕、曹真正待袭击吴营之时，中东吴徐盛火攻之计，一排排满载苇草的竹筏，火势熊熊，直扑曹军大船,同族,曹丕,0,曹真,3
曹真急保曹丕乘小船逃命，乱军中张辽中箭身亡，魏兵大败,同族,曹真,0,曹丕,15
曹丕厚葬张辽，正欲整军再战之时，传来蜀将赵云兵出阳平关直取长安的消息，丕急令退军,对手,曹丕,0,赵云,68
正当赵云节节胜利之时，蜀国南方发生暴乱，诸葛亮疾书，催赵云火速撤军，返回成都,君主,诸葛亮,0,赵云,48
建兴三年（公元225年），蜀国建宁太守雍闿结联南王孟获，起兵十万反叛,对手,雍闿,25,孟获,39
牂牁、越嶲两郡太守投降，永昌郡被围，其势甚急，消息传到成都，诸葛亮决定亲自率军南征，平息叛乱,君主,诸葛亮,0,孟获,0
蜀军到达云南后，诸葛亮先用反间计除掉叛军首领雍闿、朱褒，收降了高定，率军进入永昌城，与南王孟获交战,对手,诸葛亮,70,孟获,84
诸葛亮采用马谡的建议，决定此次南征，以“攻心为上，攻城为下,君主,诸葛亮,0,马谡,15
孟获派三位元帅攻打永昌，不想尽皆失利，诸葛亮擒得董荼那、阿会喃二帅，以礼待之，将他二人放回，然后设下埋伏，命王平诈败，诱孟获追赶，赵云、魏延抄其后路，孟获被魏延生擒,对手,孟获,0,诸葛亮,49
孟获不服，诸葛亮便命军士把兵器坐骑还他，放他回去,对手,孟获,0,诸葛亮,22
孟获回洞与部下商议，想凭借泸水天险，固守南岸，将所有船只拘留于南岸，在沿河一带筑起土城,对手,孟获,0,诸葛亮,0
因泸水甚急，难于强渡，诸葛亮派马岱领三千军士从泸水下游沙口偷渡，断孟粮草,君主,诸葛亮,0,马岱,31
未料泸水瘴气有毒，使很多军士丧生，只好撤军,对手,孟获,0,诸葛亮,0
诸葛亮正在忧急，阿会喃从敌营奔至，对诸葛亮道：“泸水内有瘴气，太阳一照，毒气蒸发，此时人若涉水，必中毒身亡,同僚,阿会喃,0,诸葛亮,31
